Trt	NumPop	Type	Demog	Envi	SET	NumInd	DataSetNames	GoodBFfile	numNeut	numSel	xtx.999perc	bf.999perc	rho.999perc	xtx.FPR	bf.FPR	rho.FPR	xtx.TPR	bf.TPR	rho.TPR	cpname	K5.999perc	KTW.999perc	KTW	Lq.K.5.FPR	Lq.K.TW.FPR	L.empQ.K.5.FPR	L.empQ.K.TW.FPR	Lq.K.5.TPR	Lq.K.TW.TPR	L.empQ.K.5.TPR	L.empQ.K.TW.TPR	pca.FPR.K10S	pca.TPR.K10S	pca.commonSelFactor.K10S	pca.NumLocicommonSelFactor.K10S	pca.FPR.K20S	pca.TPR.K20S	pca.commonSelFactor.K20S	pca.NumLocicommonSelFactor.K20S	pca.FPR.K10NS	pca.TPR.K10NS	pca.commonSelFactor.K10NS	pca.NumLocicommonSelFactor.K10NS	Vall.none	Vall.pcadapt	Vall.lfmm	Vall.lfmm.pcadapt	Vall.bf	Vall.bf.pcadapt	Vall.bf.lfmm	Vall.bf.lfmm.pcadapt	Vall.xtx	Vall.xtx.pcadapt	Vall.xtx.lfmm	Vall.xtx.lfmm.pcadapt	Vall.xtx.bf	Vall.xtx.bf.pcadapt	Vall.xtx.bf.lfmm	Vall.xtx.bf.lfmm.pcadapt	Vs.weak.none	Vs.weak.pcadapt	Vs.weak.lfmm	Vs.weak.lfmm.pcadapt	Vs.weak.bf	Vs.weak.bf.pcadapt	Vs.weak.bf.lfmm	Vs.weak.bf.lfmm.pcadapt	Vs.weak.xtx	Vs.weak.xtx.pcadapt	Vs.weak.xtx.lfmm	Vs.weak.xtx.lfmm.pcadapt	Vs.weak.xtx.bf	Vs.weak.xtx.bf.pcadapt	Vs.weak.xtx.bf.lfmm	Vs.weak.xtx.bf.lfmm.pcadapt	Vs.strong.none	Vs.strong.pcadapt	Vs.strong.lfmm	Vs.strong.lfmm.pcadapt	Vs.strong.bf	Vs.strong.bf.pcadapt	Vs.strong.bf.lfmm	Vs.strong.bf.lfmm.pcadapt	Vs.strong.xtx	Vs.strong.xtx.pcadapt	Vs.strong.xtx.lfmm	Vs.strong.xtx.lfmm.pcadapt	Vs.strong.xtx.bf	Vs.strong.xtx.bf.pcadapt	Vs.strong.xtx.bf.lfmm	Vs.strong.xtx.bf.lfmm.pcadapt	NotFound	GEAonly	FSTonly	Both	rda_veganv2.4-3_empQ_TP	rda_veganv2.4-3_empQ_TPR	dbrda_veganv2.4-3_empQ_TP	dbrda_veganv2.4-3_empQ_TPR	rda_veganv2.4-3_empP_001_TPR	rda_veganv2.4-3_empP_005_TPR	rda_veganv2.4-3_empP_01_TPR	rda_veganv2.4-3_empP_1_TPR	dbda_veganv2.4-3_empP_001_TPR	dbrda_veganv2.4-3_empP_005_TPR	dbrda_veganv2.4-3_empP_01_TPR	dbrda_veganv2.4-3_empP_1_TPR	rda_TPR_3SD	rda_FPR_3SD	rda_FDR_3SD	rda_TPR_001_3SD	rda_TPR_005_3SD	rda_TPR_01_3SD	rda_TPR_1_3SD	rda_TPR_25SD	rda_FPR_25SD	rda_FDR_25SD	rda_TPR_001_25SD	rda_TPR_005_25SD	rda_TPR_01_25SD	rda_TPR_1_25SD	dbrda_TPR_3SD	dbrda_FPR_3SD	dbrda_FDR_3SD	dbrda_TPR_001_3SD	dbrda_TPR_005_3SD	dbrda_TPR_01_3SD	dbrda_TPR_1_3SD	dbrda_TPR_25SD	dbrda_FPR_25SD	dbrda_FDR_25SD	dbrda_TPR_001_25SD	dbrda_TPR_005_25SD	dbrda_TPR_01_25SD	dbrda_TPR_1_25SD
T90.9x10s	90	Tran	IM	1351142970_988	8	20	IM_T90.9x10s_1351142970_988_8_NumPops=90_NumInd=20.bayenv	TRUE	9900	100	115.62	0.455073376	0.20282	0.00010101	0.00010101	0.00010101	0.26	0.6	0.79	../LFMMBayenv2PCAdaptResults/IM_T90.9x10s_1351142970_988_8_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval	7.38156	7.38156	5	0.146161616	0.146161616	0.00010101	0.00010101	0.99	0.99	0.64	0.64	0.00010101	0.74	8	99	0.00010101	0.6	6	96	0.00010101	0.63	2	96	26	10	0	4	0	0	0	34	0	0	0	0	0	0	0	26	26	10	0	4	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	26	0	10	64	69	0.69	68	0.68	NA	0.354166667	1	1	NA	0.333333333	1	1	0.81	0.00010101	0.012195122	NA	0.604166667	1	1	0.92	0.00030303	0.031578947	NA	0.833333333	1	1	0.85	0.00010101	0.011627907	NA	0.6875	1	1	0.89	0.000505051	0.053191489	NA	0.770833333	1	1
T90.9x10s	90	Tran	1R	1351142986_950	9	20	1R_T90.9x10s_1351142986_950_9_NumPops=90_NumInd=20.bayenv	TRUE	9900	97	117.98	0.806573375	0.18199	0.00010101	0.00010101	0.00010101	0.597938144	0.577319588	0.628865979	../LFMMBayenv2PCAdaptResults/1R_T90.9x10s_1351142986_950_9_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval	13.1151	2.68402	30	0.538686869	0	0.00010101	0.00010101	0.835051546	0.567010309	0.690721649	0.628865979	0.00010101	0.484536082	10	73	0.00010101	0.226804124	7	60	0.00010101	0.546391753	1	67	30	1	3	1	1	0	3	0	0	2	1	3	1	1	11	39	17	1	3	1	1	0	3	0	0	2	1	3	0	1	6	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	30	7	3	57	75	0.773195876	67	0.690721649	NA	0.791666667	0.666666667	1	NA	0.645833333	0.638888889	1	0.773195876	0	0	NA	0.791666667	0.666666667	1	0.793814433	0.001212121	0.134831461	NA	0.833333333	0.666666667	1	0.690721649	0.00040404	0.056338028	NA	0.645833333	0.638888889	1	0.711340206	0.002121212	0.233333333	NA	0.6875	0.638888889	1
T90.9x10s	90	Tran	2R	1351142986_950	10	20	2R_T90.9x10s_1351142986_950_10_NumPops=90_NumInd=20.bayenv	TRUE	9900	100	116.68	0.366180058	0.18667	0.00010101	0.00010101	0.00010101	0.89	0.86	0.77	../LFMMBayenv2PCAdaptResults/2R_T90.9x10s_1351142986_950_10_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval	11.5619	3.44848	27	0.470505051	0	0.00010101	0.00010101	0.94	0.83	0.88	0.83	0.00010101	0.84	4	91	0.00010101	0.37	12	87	0.00010101	0.8	5	89	11	0	0	0	0	0	0	0	0	0	1	2	1	5	3	77	7	0	0	0	0	0	0	0	0	0	1	2	1	4	2	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	11	0	0	89	89	0.89	88	0.88	NA	0.86	0.894736842	1	NA	0.84	0.894736842	1	0.89	0	0	NA	0.86	0.894736842	1	0.89	0.000505051	0.053191489	NA	0.86	0.894736842	1	0.88	0	0	NA	0.84	0.894736842	1	0.88	0.000707071	0.073684211	NA	0.84	0.894736842	1
T90.9x10s	90	Tran	IBD	1351142986_950	11	20	IBD_T90.9x10s_1351142986_950_11_NumPops=90_NumInd=20.bayenv	TRUE	9900	100	120.04	1.048402956	0.21092	0.00020202	0.00010101	0.00010101	0.98	0.25	0.12	../LFMMBayenv2PCAdaptResults/IBD_T90.9x10s_1351142986_950_11_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval	8.92044	3.7462	28	0.283131313	0.000505051	0.00010101	0.00010101	1	0.26	0.07	0.14	0.00020202	0.99	1	97	0.00010101	0.93	5	99	0.00020202	0.99	5	97	1	1	0	0	0	0	0	0	0	69	0	4	0	15	0	10	1	1	0	0	0	0	0	0	0	40	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	70	29	100	1	99	0.99	1	1	1	1	0.97826087	1	1	1	0.99	0.00010101	0.01	0.97826087	1	1	1	1	0.000808081	0.074074074	1	1	1	1	0.99	0.00020202	0.01980198	0.97826087	1	1	1	0.99	0.001111111	0.1	0.97826087	1	1	1
T90.9x10s	90	Tran	IM	1351142986_950	12	20	IM_T90.9x10s_1351142986_950_12_NumPops=90_NumInd=20.bayenv	TRUE	9900	100	119.25	0.622504147	0.20017	0.00010101	0.00010101	0.00010101	0.24	0.64	0.56	../LFMMBayenv2PCAdaptResults/IM_T90.9x10s_1351142986_950_12_NumPops=90_NumInd=20Bayenv2LFMMpca.Cpval	7.28277	7.28277	5	0.16979798	0.16979798	0.00010101	0.00010101	0.98	0.98	0.71	0.71	0.00010101	0.62	10	95	0.00010101	0.6	7	95	0.00010101	0.64	3	96	29	0	6	1	0	0	3	37	0	0	0	0	0	0	0	24	29	0	6	1	0	0	3	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	29	9	0	62	79	0.79	76	0.76	NA	0.5625	1	1	NA	0.5	1	1	0.77	0.00010101	0.012820513	NA	0.520833333	1	1	0.85	0.000808081	0.086021505	NA	0.6875	1	1	0.77	0.00010101	0.012820513	NA	0.520833333	1	1	0.89	0.000707071	0.072916667	NA	0.770833333	1	1
T60.6x10s	60	Tran	1R	1351142954_453	1	20	1R_T60.6x10s_1351142954_453_1_NumPops=60_NumInd=20.bayenv	TRUE	9900	97	89.13	1.008472419	0.23039	0.00010101	0.00010101	0.00010101	0.742268041	0.701030928	0.113402062	../LFMMBayenv2PCAdaptResults/1R_T60.6x10s_1351142954_453_1_NumPops=60_NumInd=20Bayenv2LFMMpca.Cpval	11.3235	3.48859	26	0.401515152	0.00030303	0.00010101	0.00010101	0.907216495	0.721649485	0.711340206	0.649484536	0.00010101	0.670103093	2	84	0.00010101	0.268041237	10	70	0.00010101	0.628865979	1	80	18	0	1	1	2	1	1	1	0	7	0	2	2	4	8	49	14	0	1	1	0	1	1	1	0	3	0	1	1	4	6	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	18	4	7	68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T60.6x10s	60	Tran	2R	1351142954_453	2	20	2R_T60.6x10s_1351142954_453_2_NumPops=60_NumInd=20.bayenv	TRUE	9900	98	82.044	0.140445188	0.20493	0.00010101	0.00010101	0.00010101	0.846938776	0.846938776	0.12244898	../LFMMBayenv2PCAdaptResults/2R_T60.6x10s_1351142954_453_2_NumPops=60_NumInd=20Bayenv2LFMMpca.Cpval	11.1464	4.61321	22	0.44979798	0.005454545	0.00010101	0.00010101	0.959183673	0.908163265	0.887755102	0.744897959	0.00010101	0.897959184	7	91	0.00010101	0.428571429	18	89	0.00010101	0.806122449	3	89	7	1	0	1	0	2	3	1	0	3	0	3	0	12	0	65	5	1	0	1	0	2	2	1	0	2	0	3	0	10	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	7	3	4	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T60.6x10s	60	Tran	IBD	1351142954_453	3	20	IBD_T60.6x10s_1351142954_453_3_NumPops=60_NumInd=20.bayenv	TRUE	9900	100	90.456	0.496722133	0.25459	0.00020202	0.00010101	0.00010101	0.99	0.56	0.07	../LFMMBayenv2PCAdaptResults/IBD_T60.6x10s_1351142954_453_3_NumPops=60_NumInd=20Bayenv2LFMMpca.Cpval	11.2967	3.08939	27	0.427070707	0	0.00020202	0.00010101	1	0.73	0.98	0.83	0.00020202	1	6	98	0.00010101	0.93	13	97	0.00010101	0.96	3	100	0	0	0	1	0	0	0	0	0	17	0	26	0	0	0	56	0	0	0	1	0	0	0	0	0	17	0	25	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	17	83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T60.6x10s	60	Tran	IM	1351142954_453	4	20	IM_T60.6x10s_1351142954_453_4_NumPops=60_NumInd=20.bayenv	TRUE	9900	100	82.25	0.017033339	0.2438	0.00010101	0.00010101	0.00010101	0.11	0.78	0.41	../LFMMBayenv2PCAdaptResults/IM_T60.6x10s_1351142954_453_4_NumPops=60_NumInd=20Bayenv2LFMMpca.Cpval	6.7935	6.7935	5	0.123232323	0.123232323	0.00010101	0.00010101	0.99	0.99	0.62	0.62	0.00010101	0.64	5	99	0.00010101	0.56	20	98	0.00010101	0.67	6	98	22	0	0	0	10	6	4	47	0	0	0	0	0	0	0	11	22	0	0	0	10	6	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	22	14	0	64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T60.6x10s	60	Tran	1R	1351142970_988	5	20	1R_T60.6x10s_1351142970_988_5_NumPops=60_NumInd=20.bayenv	TRUE	9900	96	87.66	0.634990865	0.19697	0.00010101	0.00010101	0.00010101	0.583333333	0.65625	0.427083333	../LFMMBayenv2PCAdaptResults/1R_T60.6x10s_1351142970_988_5_NumPops=60_NumInd=20Bayenv2LFMMpca.Cpval	10.2534	3.1494	25	0.375858586	0	0.00010101	0.00010101	0.90625	0.65625	0.6875	0.6875	0.00010101	0.15625	4	66	0.00010101	0.208333333	4	72	0.00010101	0.166666667	3	60	25	0	3	0	2	0	10	0	3	0	2	0	0	0	36	15	18	0	3	0	1	0	9	0	1	0	2	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	9	25	15	3	53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T60.6x10s	60	Tran	2R	1351142970_988	6	20	2R_T60.6x10s_1351142970_988_6_NumPops=60_NumInd=20.bayenv	TRUE	9900	100	83.887	-0.326527514	0.17982	0.00010101	0.00010101	0.00010101	0.86	0.83	0.58	../LFMMBayenv2PCAdaptResults/2R_T60.6x10s_1351142970_988_6_NumPops=60_NumInd=20Bayenv2LFMMpca.Cpval	9.22418	2.2094	25	0.295858586	0	0.00010101	0.00010101	0.96	0.63	0.89	0.83	0.00010101	0.82	2	89	0.00010101	0.46	4	87	0.00010101	0.76	7	88	10	0	0	0	0	0	2	2	2	2	1	2	0	3	3	73	7	0	0	0	0	0	2	2	2	2	1	2	0	2	1	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	10	2	4	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T60.6x10s	60	Tran	IBD	1351142970_988	7	20	IBD_T60.6x10s_1351142970_988_7_NumPops=60_NumInd=20.bayenv	TRUE	9900	100	83.869	0.592853773	0.23396	0.00020202	0.00010101	0.00010101	1	0.08	0.07	../LFMMBayenv2PCAdaptResults/IBD_T60.6x10s_1351142970_988_7_NumPops=60_NumInd=20Bayenv2LFMMpca.Cpval	9.72778	5.04517	21	0.306262626	0.014242424	0.00010101	0.00010101	1	0.9	0.08	0.07	0.00020202	1	8	101	0.00010101	0.75	1	91	0.00020202	0.99	3	101	0	0	0	0	0	0	0	0	0	92	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	92	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T60.6x10s	60	Tran	IM	1351142970_988	8	20	IM_T60.6x10s_1351142970_988_8_NumPops=60_NumInd=20.bayenv	TRUE	9900	100	80.829	0.091772441	0.21363	0.00010101	0.00010101	0.00010101	0.12	0.56	0.5	../LFMMBayenv2PCAdaptResults/IM_T60.6x10s_1351142970_988_8_NumPops=60_NumInd=20Bayenv2LFMMpca.Cpval	6.98426	6.98426	5	0.126262626	0.126262626	0.00010101	0.00010101	0.97	0.97	0.65	0.65	0.00010101	0.55	9	89	0.00010101	0.52	10	89	0.00010101	0.57	6	89	35	0	8	1	0	0	2	42	0	0	0	0	0	0	0	12	35	0	8	1	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	35	10	0	55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T60.6x10s	60	Tran	1R	1351142986_950	9	20	1R_T60.6x10s_1351142986_950_9_NumPops=60_NumInd=20.bayenv	TRUE	9900	94	87.103	0.812752972	0.23026	0.00010101	0.00010101	0.00010101	0.64893617	0.574468085	0.276595745	../LFMMBayenv2PCAdaptResults/1R_T60.6x10s_1351142986_950_9_NumPops=60_NumInd=20Bayenv2LFMMpca.Cpval	12.7936	3.38189	25	0.465656566	0.00040404	0.00010101	0.00010101	0.861702128	0.670212766	0.670212766	0.478723404	0.00010101	0.691489362	2	73	0.00010101	0	19	60	0.00010101	0.595744681	3	64	27	3	0	2	1	0	0	0	0	6	0	2	0	12	1	40	17	3	0	2	1	0	0	0	0	6	0	2	0	7	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	27	1	9	57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T60.6x10s	60	Tran	2R	1351142986_950	10	20	2R_T60.6x10s_1351142986_950_10_NumPops=60_NumInd=20.bayenv	TRUE	9900	100	84.814	0.432054868	0.22249	0.00010101	0.00010101	0.00010101	0.88	0.85	0.18	../LFMMBayenv2PCAdaptResults/2R_T60.6x10s_1351142986_950_10_NumPops=60_NumInd=20Bayenv2LFMMpca.Cpval	11.9111	3.51258	23	0.45020202	0.00020202	0.00010101	0.00010101	0.95	0.82	0.84	0.82	0.00010101	0.82	4	89	0.00010101	0.11	4	84	0.00010101	0.75	3	89	11	1	0	0	0	0	0	0	0	0	1	2	1	5	5	74	7	1	0	0	0	0	0	0	0	0	1	2	1	4	3	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	11	0	1	88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T60.6x10s	60	Tran	IBD	1351142986_950	11	20	IBD_T60.6x10s_1351142986_950_11_NumPops=60_NumInd=20.bayenv	TRUE	9900	100	83.411	1.060433407	0.20401	0.00020202	0.00010101	0.00010101	0.99	0.1	0.07	../LFMMBayenv2PCAdaptResults/IBD_T60.6x10s_1351142986_950_11_NumPops=60_NumInd=20Bayenv2LFMMpca.Cpval	10.2994	5.02969	21	0.368181818	0.020808081	0.00010101	0.00010101	1	0.75	0.09	0.46	0.00020202	0.99	2	99	0.00010101	0.77	1	99	0.00020202	0.99	3	98	1	0	0	0	0	0	0	0	0	53	0	36	0	0	0	10	1	0	0	0	0	0	0	0	0	32	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	53	46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T60.6x10s	60	Tran	IM	1351142986_950	12	20	IM_T60.6x10s_1351142986_950_12_NumPops=60_NumInd=20.bayenv	TRUE	9900	100	81.578	2.667611698	0.22897	0.00010101	0.00010101	0.00010101	0.11	0.43	0.42	../LFMMBayenv2PCAdaptResults/IM_T60.6x10s_1351142986_950_12_NumPops=60_NumInd=20Bayenv2LFMMpca.Cpval	6.36283	6.36283	5	0.114646465	0.114646465	0.00010101	0.00010101	0.96	0.96	0.69	0.69	0.00010101	0.61	5	95	0.00010101	0.48	19	92	0.00010101	0.55	3	94	30	1	9	17	0	0	0	32	0	0	0	0	0	0	0	11	30	1	8	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	30	9	1	60	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T30.6x5s	30	Tran	1R	1351142954_453	1	20	1R_T30.T6x5s_1351142954_453_1_NumPops=30_NumInd=20.bayenv	TRUE	9900	96	51.822	-0.154102354	0.2903	0.00010101	0.00010101	0.00010101	0.53125	0.729166667	0.010416667	../LFMMBayenv2PCAdaptResults/1R_T30.T6x5s_1351142954_453_1_NumPops=30_NumInd=20Bayenv2LFMMpca.Cpval	8.58623	4.68795	17	0.244141414	0.01010101	0.00010101	0.00010101	0.895833333	0.8125	0.645833333	0.635416667	0.00010101	0.520833333	6	71	0.00010101	0.302083333	7	62	0.00010101	0.614583333	10	74	19	3	0	0	9	1	12	1	0	3	0	1	0	0	6	41	12	3	0	0	5	0	12	1	0	3	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	19	21	6	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T30.6x5s	30	Tran	2R	1351142954_453	2	20	2R_T30.T6x5s_1351142954_453_2_NumPops=30_NumInd=20.bayenv	TRUE	9900	99	52.847	0.577526266	0.24801	0.00010101	0.00010101	0.00010101	0.656565657	0.818181818	0	../LFMMBayenv2PCAdaptResults/2R_T30.T6x5s_1351142954_453_2_NumPops=30_NumInd=20Bayenv2LFMMpca.Cpval	9.31586	5.08502	15	0.285353535	0.029292929	0.00010101	0.00010101	0.949494949	0.909090909	0.848484848	0.626262626	0.00010101	0.838383838	7	90	0.00010101	0.121212121	17	85	0.00010101	0.808080808	9	87	15	3	0	0	1	9	0	6	0	0	0	0	0	9	0	56	12	3	0	0	0	9	0	6	0	0	0	0	0	6	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	15	1	3	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T30.6x5s	30	Tran	IBD	1351142954_453	3	20	IBD_T30.T6x5s_1351142954_453_3_NumPops=30_NumInd=20.bayenv	TRUE	9900	100	46.988	-0.165604732	0.26809	0.00020202	0.00010101	0.00010101	0.99	0.55	0	../LFMMBayenv2PCAdaptResults/IBD_T30.T6x5s_1351142954_453_3_NumPops=30_NumInd=20Bayenv2LFMMpca.Cpval	9.68501	6.35665	13	0.334040404	0.085151515	0.00010101	0.00010101	1	0.98	0.77	0.64	0.00020202	0.98	10	99	0.00010101	0.92	14	96	0.00010101	0.93	3	99	1	0	0	0	0	0	0	0	1	34	0	9	0	0	0	55	1	0	0	0	0	0	0	0	1	34	0	7	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	35	64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T30.6x5s	30	Tran	IM	1351142954_453	4	20	IM_T30.T6x5s_1351142954_453_4_NumPops=30_NumInd=20.bayenv	TRUE	9900	100	42.944	0.162175937	0.29527	0.00010101	0.00010101	0.00010101	0.11	0.4	0.11	../LFMMBayenv2PCAdaptResults/IM_T30.T6x5s_1351142954_453_4_NumPops=30_NumInd=20Bayenv2LFMMpca.Cpval	7.53674	7.60146	3	0.145757576	0.165151515	0.00010101	0.00010101	0.96	0.98	0.54	0.52	0.00010101	0.29	2	92	0.00010101	0.28	14	84	0.00010101	0.41	4	90	47	0	12	1	1	0	11	17	0	0	0	0	0	0	0	11	42	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	47	24	0	29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T30.6x5s	30	Tran	1R	1351142970_988	5	20	1R_T30.T6x5s_1351142970_988_5_NumPops=30_NumInd=20.bayenv	TRUE	9900	94	51.961	-0.318794955	0.17057	0.00010101	0.00010101	0.00010101	0.340425532	0.457446809	0.180851064	../LFMMBayenv2PCAdaptResults/1R_T30.T6x5s_1351142970_988_5_NumPops=30_NumInd=20Bayenv2LFMMpca.Cpval	8.92818	3.91914	17	0.276969697	0.001010101	0.00010101	0.00010101	0.882978723	0.680851064	0.585106383	0.489361702	0.00010101	0.340425532	3	63	0.00010101	0.095744681	10	73	0.00010101	0.244680851	2	57	36	4	5	1	5	0	10	1	3	0	1	1	0	0	2	25	28	3	3	1	4	0	7	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	36	20	7	31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T30.6x5s	30	Tran	2R	1351142970_988	6	20	2R_T30.T6x5s_1351142970_988_6_NumPops=30_NumInd=20.bayenv	TRUE	9900	99	49.159	0.1441693	0.20608	0.00010101	0.00010101	0.00010101	0.131313131	0.686868687	0.363636364	../LFMMBayenv2PCAdaptResults/2R_T30.T6x5s_1351142970_988_6_NumPops=30_NumInd=20Bayenv2LFMMpca.Cpval	6.88424	4.28546	15	0.137474747	0.003333333	0.00010101	0.00010101	0.929292929	0.838383838	0.828282828	0.666666667	0.00010101	0.838383838	8	88	0.00010101	0.303030303	2	87	0.00010101	0.747474747	3	88	14	11	0	5	0	7	2	47	0	1	0	0	0	0	0	12	9	11	0	5	0	4	2	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	14	2	12	71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
